"NAME","TYPE","PRICE","REVIEW_COUNT","STAR","TELL","ADDRESS","ZIPCODE","MEDIAN_SAL","MEDIAN_SAL.1","POP","CITY","latitude","longitude"
"SamÎês","American",2,346,4.5,"(617) 295-0191","60 Northern Ave  Boston, MA 02210",2210,61807,61807,413,"Boston",42.354474,-71.0444569
"Yankee Lobster Fish Market","Seafood Markets",2,691,4.5,"(617) 345-9799","300 Northern Ave  Boston, MA 02210",2210,61807,61807,413,"Boston",42.348006,-71.0358117
"Kitchen","American",3,188,3.5,"(617) 695-1250","560 Tremont St  Boston, MA 02118",2118,51368,51368,22527,"Boston",42.343632,-71.0717782
"Panza","Italian",2,669,4,"(617) 557-9248","326 Hanover St  Boston, MA 02113",2113,60386,60386,6453,"Boston",42.3646664,-71.0538286
"Lincoln Tavern & Restaurant","American",2,308,4.5,"(617) 765-8636","425 W Broadway  Boston, MA 02127",2127,64285,64285,29457,"Boston",42.3363271,-71.0476249
"The Tip Tap Room","American",2,346,4,"(857) 350-3344","138 Cambridge St  Boston, MA 02114",2114,69809,69809,11170,"Boston",42.361006,-71.0639386
"Scollay Square","Seafood",2,360,4,"(617) 742-4900","21 Beacon St  Boston, MA 02108",2108,96033,96033,3324,"Boston",42.3581491,-71.0625318
"La Famiglia GiorgioÎês","Italian",2,593,4,"(617) 367-6711","112 Salem St  Boston, MA 02113",2113,60386,60386,6453,"Boston",42.3645584,-71.0557076
"Cinquecento Roman Trattoria","Italian",3,280,4,"(617) 338-9500","500 Harrison Ave  Boston, MA 02118",2118,51368,51368,22527,"Boston",42.3421138,-71.0658051
"Ward 8","Cocktail Bars",2,176,4.5,"(617) 823-4478","90 N Washington St  Boston, MA 02113",2113,60386,60386,6453,"Boston",42.3653827,-71.0586503
"Ko Pies At the Shipyard","American",2,115,4.5,"(617) 418-5234","256 Marginal St  Boston, MA 02128",2128,42613,42613,38185,"Boston",42.3644235,-71.0334794
"Tenoch Mexican","Mexican",1,122,4.5,"(617) 248-9537","3 Lewis St  Boston, MA 02110",2110,102972,102972,1606,"Boston",42.3634374,-71.0518844
"Trophy Room","American",2,77,4.5,"(617) 482-3450","26 Chandler St  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.346944,-71.0705912
"Boston Chowda Co.","Seafood",2,417,4.5,"(617) 742-4441","1 Faneuil Hall Market Pl  Boston, MA 02109",2109,92310,92310,3278,"Boston",42.3552039,-71.1497028
"Al Dente Restaurant","Italian",2,574,4,"(617) 523-0990","109 Salem St  Boston, MA 02113",2113,60386,60386,6453,"Boston",42.3642076,-71.0553658
"Koy","Korean",2,139,3.5,"(857) 991-1483","16 North St  Boston, MA 02109",2109,92310,92310,3278,"Boston",42.3608202,-71.0558231
"Seoul","Korean",2,119,3.5,"(617) 973-6680","156 Cambridge St  Boston, MA 02114",2114,69809,69809,11170,"Boston",42.3609887,-71.0647402
"Hillstone Restaurant","American",3,450,4.5,"(617) 573-9777","60 State St  Boston, MA 02109",2109,92310,92310,3278,"Boston",42.3593999,-71.0564346
"Granary Tavern","American",2,281,4,"(617) 449-7110","170 Milk St  Boston, MA 02109",2109,92310,92310,3278,"Boston",42.358733,-71.0525195
"Mirisola_—Ès","Italian",1,40,4.5,"(617) 269-9701","200 L St  Boston, MA 02127",2127,64285,64285,29457,"Boston",42.3313788,-71.0350208
"Sof’ç Caf’©","Cafes",1,59,4.5,"(857) 250-2381","217 Newbury St  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.3501281,-71.081372
"Shawarma Falafel","Middle Eastern",1,136,4,"(857) 265-3017","26 Province St  Boston, MA 02108",2108,96033,96033,3324,"Boston",42.3572087,-71.0596282
"Metropolis","Wine Bars",2,339,4,"(617) 247-2931","584 Tremont St  Boston, MA 02118",2118,51368,51368,22527,"Boston",42.3432375,-71.0725603
"Cafe Gigu","Cafes",2,24,4,"(617) 561-4448","102 Meridian St  Boston, MA 02128",2128,42613,42613,38185,"Boston",42.3727286,-71.0392215
"VictoriaÎês Diner","Diners",2,269,4,"(617) 442-5965","1024 Massachusetts Ave  Boston, MA 02118",2118,51368,51368,22527,"Boston",42.3270323,-71.0667899
"Intermission Tavern","Bars",2,257,4,"(617) 451-5997","228 Tremont St  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.3513409,-71.0646239
"SantarpioÎês Pizza","Pizza",2,698,4,"(617) 567-9871","111 Chelsea St  Boston, MA 02128",2128,42613,42613,38185,"Boston",42.3726652,-71.0352715
"Bonapita","Mediterranean",1,83,4,"(857) 350-4606","49 Franklin St  Boston, MA 02110",2110,102972,102972,1606,"Boston",42.3554171,-71.0588535
"Abby Lane Food & Spirits","American",2,221,4,"(617) 451-2229","255 Tremont St  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.350277,-71.0651772
"Clay Pot Cafe","Cantonese",1,44,3.5,"(617) 357-5262","74 Kneeland St  Boston, MA 02111",2111,31442,31442,4948,"Boston",42.3505092,-71.0604557
"RinoÎês Place","Italian",2,470,4,"(617) 567-7412","258 Saratoga St  Boston, MA 02128",2128,42613,42613,38185,"Boston",42.378271,-71.0321155
"Maurizios","Italian",2,204,4,"(617) 367-1123","364 Hanover St  Boston, MA 02113",2113,60386,60386,6453,"Boston",42.3653468,-71.0532754
"Winsor Dim Sum Caf’©","Dim Sum",2,628,4,"(617) 338-1688","10 Tyler St  Boston, MA 02111",2111,31442,31442,4948,"Boston",42.3509791,-71.0604631
"Gourmet Dumpling House","Chinese",2,1022,4.5,"(617) 338-6223","52 Beach St  Boston, MA 02111",2111,31442,31442,4948,"Boston",42.3515312,-71.0606578
"Legal Crossing","Seafood",3,149,4,"(617) 692-8888","558 Washington St  Boston, MA 02111",2111,31442,31442,4948,"Boston",42.3536141,-71.0621006
"Limoncello Ristorante","Italian",2,266,4.5,"(617) 523-4480","190 North St  Boston, MA 02113",2113,60386,60386,6453,"Boston",42.3635067,-71.0540766
"Taqueria Jalisco","Mexican",1,133,4,"(617) 567-6367","291 Bennington St  Boston, MA 02128",2128,42613,42613,38185,"Boston",42.3787141,-71.0282424
"MirisolaÎês","Italian",1,40,4.5,"(617) 269-9701","200 L St  Boston, MA 02127",2127,64285,64285,29457,"Boston",42.3313788,-71.0350208
"OTTO","Pizza",1,108,4,"(617) 232-0447","888 Commonwealth Ave  Boston, MA 02215",2215,30726,30726,21896,"Boston",42.3503072,-71.1080714
"Sweetgreen","Fruits & Veggies",2,54,4,"(857) 263-7916","372 Congress St  Boston, MA 02210",2210,61807,61807,413,"Boston",42.3502212,-71.0477358
"My CousinÎês Place","Cafes",1,41,4,"(857) 350-3029","396 Hanover St  Boston, MA 02113",2113,60386,60386,6453,"Boston",42.3660152,-71.0529647
"Toscano Restaurant","Italian",3,305,4,"(617) 723-4090","47 Charles St  Boston, MA 02114",2114,69809,69809,11170,"Boston",42.3574869,-71.069845
"Italian Express Pizzeria","Italian",2,185,4,"(617) 561-0038","336 Sumner St  Boston, MA 02128",2128,42613,42613,38185,"Boston",42.3672918,-71.0357119
"Menton","French",4,278,3.5,"(617) 737-0099","354 Congress St  Boston, MA 02210",2210,61807,61807,413,"Boston",42.3504581,-71.0482297
"DinoÎês","Italian",2,211,4.5,"(617) 227-1991","141 Salem St  Boston, MA 02113",2113,60386,60386,6453,"Boston",42.3652167,-71.055463
"Gather","American",2,152,4.5,"(617) 982-7220","75 Northern Ave  Boston, MA 02210",2210,61807,61807,413,"Boston",42.352295,-71.0453285
"South Street Diner","Diners",1,380,4,"(617) 350-0028","178 Kneeland St  Boston, MA 02111",2111,31442,31442,4948,"Boston",42.3498315,-71.0577633
"JJ FoleyÎês","Pubs",2,145,3.5,"(617) 728-9101","117 E Berkeley St  Boston, MA 02118",2118,51368,51368,22527,"Boston",42.3437408,-71.0652906
"Teatro","Italian",3,367,4,"(617) 778-6841","177 Tremont St  Boston, MA 02111",2111,31442,31442,4948,"Boston",42.352996,-71.0640695
"Cafe Rustico","Italian",1,99,3.5,"(617) 742-8770","85 Canal St  Boston, MA 02114",2114,69809,69809,11170,"Boston",42.3643874,-71.0596381
"LuckyÎês Lounge","Lounges",2,496,3.5,"(617) 357-5825","355 Congress St  Boston, MA 02210",2210,61807,61807,413,"Boston",42.3500551,-71.0484886
"BillyÎês Sub Shop","Diners",1,98,4,"(617) 426-1822","57 Berkeley St  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.3466297,-71.0705299
"Cha Cha Cha Taqueria","Mexican",1,39,4.5,"(617) 785-3516","145 Dartmouth St  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.3473835,-71.0753069
"AnthonyÎês Cafe","Italian",1,72,4,"(617) 742-2987","252 Commercial St  Boston, MA 02109",2109,92310,92310,3278,"Boston",42.363993,-71.0513662
"Mr. DooleyÎês","Irish",2,221,4,"(617) 338-5656","77 Broad St  Boston, MA 02109",2109,92310,92310,3278,"Boston",42.357643,-71.0536578
"Mama_—Ès Place","Greek",1,103,3.5,"(617) 566-1300","764 Huntington Ave  Boston, MA 02115",2115,30282,30282,25637,"Boston",42.3333554,-71.1059571
"JJ Foley_—Ès","Pubs",2,145,3.5,"(617) 728-9101","117 E Berkeley St  Boston, MA 02118",2118,51368,51368,22527,"Boston",42.3437408,-71.0652906
"Masa","American",2,847,4,"(617) 338-8884","439 Tremont St  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.346815,-71.0692466
"Pellino_—Ès Ristorante","Bars",2,112,4,"(617) 227-7300","2 Prince St  Boston, MA 02109",2109,92310,92310,3278,"Boston",42.3090527,-71.1208141
"Caff’© Vittoria","Coffee & Tea",1,488,4,"(617) 227-7606","296 Hanover St  Boston, MA 02113",2113,60386,60386,6453,"Boston",42.3640924,-71.0543467
"Les Zygomates","French",3,299,4,"(866) 813-3772","129 South St  Boston, MA 02111",2111,31442,31442,4948,"Boston",42.3512067,-71.0575214
"Douzo","Sushi Bars",3,722,4,"(617) 859-8886","131 Dartmouth St  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.3469178,-71.0750402
"Las Ventas","Spanish",1,73,4,"(617) 266-0905","700 Harrison Ave  Boston, MA 02118",2118,51368,51368,22527,"Boston",42.3384294,-71.070359
"Rod Dee Thai 2","Thai",1,205,4,"(617) 859-0969","94 Peterborough St  Boston, MA 02215",2215,30726,30726,21896,"Boston",42.3430395,-71.0991588
"Sportello","Italian",3,564,4,"(617) 737-1234","348 Congress St  Boston, MA 02210",2210,61807,61807,413,"Boston",42.3506068,-71.0485054
"Scampo","Italian",3,342,4,"(617) 536-2100","215 Charles St  Boston, MA 02114",2114,69809,69809,11170,"Boston",42.3620694,-71.070207
"Dirty Water Dough Company","Pizza",1,160,4,"(617) 262-0090","222 Newbury St  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.3497421,-71.0810798
"Back Bay Sandwich","Sandwiches",1,55,4,"(617) 451-1561","31 St James Ave  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.3509525,-71.0715658
"B & G Oysters","Seafood",3,694,4,"(617) 423-0550","550 Tremont St  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.3438919,-71.0712654
"The Merchant","American",2,142,4,"(617) 482-6060","60 Franklin St  Boston, MA 02110",2110,102972,102972,1606,"Boston",42.3554384,-71.0580345
"Nico Ristorante","Italian",3,258,3.5,"(617) 742-0404","417 Hanover St  Boston, MA 02113",2113,60386,60386,6453,"Boston",42.3656557,-71.052669
"Mangia Mangia","Italian",1,24,4,"(617) 523-1768","147 Endicott St  Boston, MA 02113",2113,60386,60386,6453,"Boston",42.3651093,-71.0573523
"Bistro Du Midi","French",3,390,4,"(617) 426-7878","272 Boylston St  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.3519657,-71.0694932
"Mi Pueblito Restaurant","Mexican",2,88,4,"(617) 569-3787","333 Border St  Boston, MA 02128",2128,42613,42613,38185,"Boston",42.3790406,-71.039835
"L_—ÈEspalier","French",4,627,4,"(617) 262-3023","774 Boylston St  Boston, MA 02199",2199,68080,68080,1004,"Boston",42.3489952,-71.0810406
"Fogo de Ch’£o Brazilian Steakhouse","Brazilian",3,355,3.5,"(617) 585-6300","200 Dartmouth St  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.3486372,-71.0771288
"Fin_—Ès Sushi and Grill","Sushi Bars",2,256,4,"(617) 267-8888","636 Beacon St  Boston, MA 02215",2215,30726,30726,21896,"Boston",42.3495927,-71.0952724
"Carmelina_—Ès","Italian",2,268,3.5,"(617) 742-0020","307 Hanover St  Boston, MA 02113",2113,60386,60386,6453,"Boston",42.3638798,-71.054108
"Hong Kong Eatery","Cantonese",1,283,4,"(617) 423-0838","79 Harrison Ave  Boston, MA 02111",2111,31442,31442,4948,"Boston",42.3510105,-71.0616268
"Cafe Fleuri","Breakfast & Brunch",3,195,3.5,"(617) 451-1900","250 Franklin St  Boston, MA 02110",2110,102972,102972,1606,"Boston",42.3564331,-71.0547923
"City Bar","Lounges",3,225,4,"(617) 536-5300","61 Exeter St  Boston, MA 02199",2199,68080,68080,1004,"Boston",42.3491529,-71.0796295
"Wai Wai Restaurant","Chinese",1,93,4,"(617) 338-9833","26 Oxford St  Boston, MA 02111",2111,31442,31442,4948,"Boston",42.3516767,-71.0602735
"Tavern In The Square","Sports Bars",2,48,3.5,"(617) 263-0404","120 Beverly St  Boston, MA 02114",2114,69809,69809,11170,"Boston",42.3657744,-71.0600079
"Lucca Back Bay","Italian",3,197,4.5,"(617) 247-2400","116 Huntington Ave  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.3465572,-71.079765
"South End Buttery","Bakeries",2,588,4,"(617) 482-1015","314 Shawmut Ave  Boston, MA 02118",2118,51368,51368,22527,"Boston",42.3420879,-71.0703521
"Pedro_—Ès Tacos","Mexican",1,164,4,"(617) 482-8822","55 Bromfield St  Boston, MA 02108",2108,96033,96033,3324,"Boston",42.3570297,-71.0606411
"Tavern Road","American",3,180,4,"(617) 790-0808","343 Congress St  Boston, MA 02210",2210,61807,61807,413,"Boston",42.3505819,-71.0493809
"DavioÎês","Italian",3,287,3.5,"(617) 357-4810","75 Arlington St  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.3505077,-71.070443
"Rustic Kitchen","Italian",2,266,3.5,"(617) 423-5700","210 Stuart St  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.3503413,-71.0674578
"Caf’© de Lulu","Chinese",1,148,3.5,"(617) 391-0888","42 Beach St  Boston, MA 02111",2111,31442,31442,4948,"Boston",42.3515499,-71.0609413
"MaggianoÎês Little Italy","Italian",2,529,3.5,"(617) 542-3456","4 Columbus Ave  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.3510373,-71.0684935
"The Five Seventy Market","Grocery",2,72,3.5,"(857) 362-7525","570 Tremont St  Boston, MA 02118",2118,51368,51368,22527,"Boston",42.3433631,-71.0723417
"The Boston Sail Loft","Bars",2,248,4,"(617) 227-7280","80 Atlantic Ave  Boston, MA 02110",2110,102972,102972,1606,"Boston",42.3624726,-71.0505386
"Grill 23 & Bar","Steakhouses",4,640,3.5,"(617) 542-2255","161 Berkeley St  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.3492836,-71.0715196
"The Pour House","Bars",1,831,3.5,"(617) 236-1767","907 Boylston St  Boston, MA 02115",2115,30282,30282,25637,"Boston",42.348475,-71.0843264
"Amrheins","American",2,276,3.5,"(617) 268-6189","80 W Broadway  Boston, MA 02127",2127,64285,64285,29457,"Boston",42.3418392,-71.055108
"Strega Waterfront","Italian",3,301,3.5,"(617) 345-3992","56 Northern Ave On GPS  Boston, MA 02210",2210,61807,61807,413,"Boston",42.3517272,-71.0408624
"Back Bay HarryÎês","American",2,107,5,"(617) 424-6711","142 Berkeley St  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.3487138,-71.0722817
"StephanieÎês On Newbury","American",3,905,3.5,"(617) 236-0990","190 Newbury St  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.3501756,-71.0794405
"SullivanÎês","Fast Food",1,178,3.5,"(617) 268-5685","2080 Day Blvd  Boston, MA 02127",2127,64285,64285,29457,"Boston",42.3388538,-71.0131548
"Wink & Nod","Cocktail Bars",3,159,4,"(617) 482-0117","3 Appleton St  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.3467068,-71.069752
"PedroÎês Tacos","Mexican",1,164,4,"(617) 482-8822","55 Bromfield St  Boston, MA 02108",2108,96033,96033,3324,"Boston",42.3570297,-71.0606411
"Penang","Malaysian",2,605,3.5,"(617) 451-6373","685 Washington St  Boston, MA 02111",2111,31442,31442,4948,"Boston",42.35136,-71.0630995
"Lucca","Italian",3,295,4,"(617) 742-9200","226 Hanover St  Boston, MA 02113",2113,60386,60386,6453,"Boston",42.3631799,-71.0554643
"Pastoral - Artisan Pizza, Kitchen & Bar","Pizza",2,185,3.5,"(617) 345-0005","345 Congress St  Boston, MA 02210",2210,61807,61807,413,"Boston",42.3505446,-71.0487549
"Dumpling Cafe","Taiwanese",2,430,3.5,"(617) 338-8858","695 Washington St  Boston, MA 02111",2111,31442,31442,4948,"Boston",42.357505,-71.0582245
"Harvard Gardens","Bars",2,267,3.5,"(617) 523-2727","316 Cambridge St  Boston, MA 02114",2114,69809,69809,11170,"Boston",42.3609304,-71.0689621
"City Table","Bars",2,162,3.5,"(617) 933-4800","61 Exeter St  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.3491529,-71.0796295
"Z’_calo Mexican Bistro & Tequila Bar","Mexican",2,395,3.5,"(617) 456-7849","35 Stanhope St  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.3484833,-71.0731343
"Parla","Italian",2,95,3.5,"(617) 367-2824","230 Hanover St  Boston, MA 02113",2113,60386,60386,6453,"Boston",42.3632046,-71.0550773
"Seapoint Restaurant","Bars",2,27,4,"(617) 268-1476","367 E 8th St  Boston, MA 02127",2127,64285,64285,29457,"Boston",42.3311127,-71.0463381
"Mul_—Ès Diner","Diners",1,178,4,"(617) 268-5748","75 W Broadway  Boston, MA 02127",2127,64285,64285,29457,"Boston",42.3417086,-71.0553587
"Doughboy Donuts & Deli","Donuts",1,82,3.5,"(617) 269-8741","220 Dorchester Ave  Boston, MA 02127",2127,64285,64285,29457,"Boston",42.3401216,-71.0567598
"Erbaluce","Italian",3,265,4,"(617) 426-6969","69 Church St  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.3501415,-71.0684184
"Bogie_—Ès Place","Steakhouses",3,31,4,"(617) 338-5333","25 Temple Pl  Boston, MA 02111",2111,31442,31442,4948,"Boston",42.3551613,-71.0622995
"Temptations Cafe","Coffee & Tea",1,95,4.5,"(617) 266-6080","313 Huntington Ave  Boston, MA 02115",2115,30282,30282,25637,"Boston",42.3411323,-71.0876727
"The Wholy Grain","Coffee & Tea",1,109,4,"(857) 277-1531","275 Shawmut Ave  Boston, MA 02118",2118,51368,51368,22527,"Boston",42.3430368,-71.0694148
"Tavern In the Square","American",2,22,4,"(857) 233-4717","640 Atlantic Ave  Boston, MA 02111",2111,31442,31442,4948,"Boston",42.3524429,-71.0555385
"Boston Kebab House","Turkish",1,167,4,"(617) 227-6900","7 Liberty Sq  Boston, MA 02109",2109,92310,92310,3278,"Boston",42.3581104,-71.0552736
"The Barking Crab","Seafood",2,1326,4,"(617) 426-2722","88 Sleeper St  Boston, MA 02210",2210,61807,61807,413,"Boston",42.3537972,-71.0486469
"RondoÎês Sub Shop","Sandwiches",1,36,4,"(617) 269-0274","134 W Broadway  Boston, MA 02127",2127,64285,64285,29457,"Boston",42.340976,-71.0541602
"Grasshopper Cafe","Sandwiches",2,104,4.5,"(617) 242-0000","229 Bunker Hill St  Boston, MA 02129",2129,80223,80223,15195,"Boston",42.3794732,-71.0633032
"Battery Park Bar & Lounge","American",2,158,3.5,"(617) 350-7275","33 Batterymarch St  Boston, MA 02110",2110,102972,102972,1606,"Boston",42.357385,-71.054103
"Boston Kitchen Pizza","Pizza",1,119,3.5,"(617) 482-0085","1 Stuart St  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.3511698,-71.0633407
"Legal Sea Foods - Logan Airport Terminal B","Seafood",2,187,3.5,"(617) 568-2811","1 Harborside Dr  Boston, MA 02128",2128,42613,42613,38185,"Boston",42.3630514,-71.0258031
"Sami_—Ès Wrap N Roll","Food Stands",1,34,4,"(857) 302-3940","107 Ave Louis Pasteur  Boston, MA 02115",2115,30282,30282,25637,"Boston",42.3374218,-71.1034037
"Capital One 360 Cafe","Cafes",1,26,4.5,"(617) 236-0585","799 Boylston St  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.3492126,-71.0817367
"AK_—Ès Takeout & Delivery","Pizza",1,87,4,"(617) 269-3500","309 D St  Boston, MA 02127",2127,64285,64285,29457,"Boston",42.3399671,-71.0492272
"Maggiano_—Ès Little Italy","Italian",2,529,4,"(617) 542-3456","4 Columbus Ave  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.3510373,-71.0684935
"Lulu_—Ès Allston","American",2,136,4,"(617) 787-1117","421 Cambridge St  Boston, MA 02134",2134,33863,33863,19641,"Boston",42.3550999,-71.1341557
"Flame Cafe","Mediterranean",1,39,3.5,"(617) 615-9792","2 Oliver St  Boston, MA 02109",2109,92310,92310,3278,"Boston",42.3571721,-71.0543269
"The Sevens Ale House","Pubs",2,167,3.5,"(617) 523-9074","77 Charles St  Boston, MA 02114",2114,69809,69809,11170,"Boston",42.3583213,-71.070587
"Back Bay Social Club","American",2,391,3.5,"(617) 247-3200","867 Boylston St  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.3487348,-71.0834373
"Style Cafe","Cafes",1,31,4,"(617) 241-7300","197 8th St  Boston, MA 02129",2129,80223,80223,15195,"Boston",42.3734152,-71.0519314
"Baltic Deli & Cafe","Delis",1,30,4,"(617) 268-2435","632 Dorchester Ave  Boston, MA 02127",2127,64285,64285,29457,"Boston",42.3282856,-71.0566861
"Estragon","Tapas Bars",2,329,3.5,"(617) 266-0443","700 Harrison Ave  Boston, MA 02118",2118,51368,51368,22527,"Boston",42.3384294,-71.070359
"The Best Little Restaurant","Chinese",2,93,4,"(617) 338-4988","13A Hudson St  Boston, MA 02111",2111,31442,31442,4948,"Boston",42.350801,-71.060255
"Post 390","Bars",3,446,4,"(617) 399-0015","406 Stuart St  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.348731,-71.0746516
"Papagayo","Mexican",2,427,3.5,"(617) 423-1000","283 Summer Street  Boston, MA 02210",2210,61807,61807,413,"Boston",42.3500318,-71.0499788
"Saraceno","Italian",2,264,3.5,"(617) 227-5353","286 Hanover St  Boston, MA 02113",2113,60386,60386,6453,"Boston",42.3639869,-71.054522
"Taco Party","Food Trucks",1,41,3.5,"","  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.353068,-71.0765188
"Angela_—Ès Cafe","Mexican",2,234,4.5,"(617) 567-4972","131 Lexington St  Boston, MA 02128",2128,42613,42613,38185,"Boston",42.3785276,-71.0349641
"Hidyan Caf’©","Ice Cream & Frozen Yogurt",1,87,4,"(617) 437-0966","80 Kilmarnock St  Boston, MA 02215",2215,30726,30726,21896,"Boston",42.3424461,-71.0990809
"Roxy_—Ès Gourmet Grilled Cheese","Sandwiches",1,224,4,"(617) 202-5864","  Boston, MA 02118",2118,51368,51368,22527,"Boston",42.3377967,-71.0705763
"Ichiban Yakitori Sushi","Korean",2,55,3.5,"(617) 236-7907","14a Westland Ave  Boston, MA 02115",2115,30282,30282,25637,"Boston",42.3432232,-71.0867396
"Piccolo Nido","Italian",2,73,4,"(617) 742-4272","247 N St  Boston, MA 02113",2113,60386,60386,6453,"Boston",42.3310745,-71.0311664
"Carrie Nation Restaurant & Cocktail Club","American",2,176,3.5,"(617) 227-3100","11 Beacon St  Boston, MA 02108",2108,96033,96033,3324,"Boston",42.3584916,-71.0617564
"Hidden Kitchen","Delis",1,21,3.5,"(617) 426-1544","535 Albany St  Boston, MA 02118",2118,51368,51368,22527,"Boston",42.3385421,-71.0670012
"Boston News Cafe","Cafes",1,17,3.5,"(617) 423-1149","80 Arch St  Boston, MA 02110",2110,102972,102972,1606,"Boston",42.3551112,-71.0581221
"Union Oyster House","Seafood",3,1333,4.5,"(617) 227-2750","41 Union St  Boston, MA 02108",2108,96033,96033,3324,"Boston",42.3612599,-71.0568805
"Oliver_—Ès Street Cafe","Italian",1,21,3,"(617) 330-5355","260 Franklin St  Boston, MA 02110",2110,102972,102972,1606,"Boston",42.3569306,-71.0539547
"Sullivan_—Ès","Fast Food",1,178,4,"(617) 268-5685","2080 Day Blvd  Boston, MA 02127",2127,64285,64285,29457,"Boston",42.3388538,-71.0131548
"Trident Booksellers & Caf’©","Bookstores",2,1344,4,"(617) 267-8688","338 Newbury St  Boston, MA 02115",2115,30282,30282,25637,"Boston",42.3482376,-71.0866097
"Pita Thyme","Lebanese",1,67,4,"(617) 742-7482","102 Water St  Boston, MA 02109",2109,92310,92310,3278,"Boston",42.3581726,-71.0549454
"Bricco","Italian",3,446,4.5,"(617) 248-6800","241 Hanover St  Boston, MA 02113",2113,60386,60386,6453,"Boston",42.3631262,-71.0549004
"Pho Pasteur","Vietnamese",1,730,4,"(617) 482-7467","682 Washington St  Boston, MA 02111",2111,31442,31442,4948,"Boston",42.3514222,-71.0626816
"Mela","Indian",2,431,4.5,"(617) 859-4805","578 Tremont St  Boston, MA 02118",2118,51368,51368,22527,"Boston",42.3433138,-71.0724435
"Viva Burrito","Mexican",1,178,3.5,"(617) 523-6390","66 Staniford St  Boston, MA 02114",2114,69809,69809,11170,"Boston",42.3631164,-71.0643572
"Chef Chang_—Ès on Back Bay","Szechuan",2,39,4,"(617) 236-1888","30 Massachusetts Ave  Boston, MA 02115",2115,30282,30282,25637,"Boston",42.3504615,-71.0889789
"Crave: Mad For Chicken","Japanese",2,184,4,"(617) 338-0188","75 Kneeland St  Boston, MA 02111",2111,31442,31442,4948,"Boston",42.3502805,-71.0607747
"Wow Barbecue","Food Trucks",1,50,3.5,"(508) 826-3192","2 Boylston St  Boston, MA 02116",2116,80153,80153,19480,"Boston",42.3520909,-71.0631194
"Ali Baba","Turkish",2,42,4,"(857) 302-3938","145 E Berkeley St  Boston, MA 02118",2118,51368,51368,22527,"Boston",42.3436123,-71.0648163
"Pho & I","Thai",2,217,3.5,"(617) 262-0011","267 Huntington Ave  Boston, MA 02115",2115,30282,30282,25637,"Boston",42.3421921,-71.0861207
"LorettaÎês Last Call","Southern",2,60,3.5,"(617) 421-9595","1 Lansdowne St  Boston, MA 02115",2115,30282,30282,25637,"Boston",42.2967389,-71.01806
"MarioÎês Restaurant","Italian",2,55,3.5,"(617) 567-8608","347 Chelsea St  Boston, MA 02128",2128,42613,42613,38185,"Boston",42.3781298,-71.0288653
"Uptown Cafe","Italian",1,59,4,"(617) 227-1181","120 Cambridge St  Boston, MA 02114",2114,69809,69809,11170,"Boston",42.3610384,-71.0632939
"CarmellaÎês Market","Cheese Shops",1,11,3.5,"(617) 567-6373","86 Cottage St  Boston, MA 02128",2128,42613,42613,38185,"Boston",42.3678942,-71.0352585
"OliverÎês Street Cafe","Italian",1,21,4.5,"(617) 330-5355","260 Franklin St  Boston, MA 02110",2110,102972,102972,1606,"Boston",42.3569306,-71.0539547
"Ethel and AndyÎês Sandwich Shop","Sandwiches",1,9,4,"(617) 268-3027","134 K St  Boston, MA 02127",2127,64285,64285,29457,"Boston",42.3381247,-71.0374777
"Bel Ari","Italian",2,40,5,"(877) 714-5711","107 South St  Boston, MA 02111",2111,31442,31442,4948,"Boston",42.3514345,-71.0576135
"Pasta Beach","Italian",2,145,4,"(617) 439-6900","30 Rowes Wharf  Boston, MA 02110",2110,102972,102972,1606,"Boston",42.3568991,-71.0502635
