time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-06-18T00:05:27.910Z,38.8163338,-122.8001633,1.61,1,md,19,67,0.009176,0.04,nc,nc72467821,2015-06-18T00:07:01.490Z,"5km NW of The Geysers, California",earthquake
2015-06-17T23:49:50.940Z,34.0196667,-117.2246667,17.57,2.06,ml,93,24,0.08401,0.13,ci,ci37402512,2015-06-18T13:27:36.710Z,"5km SE of Loma Linda, California",earthquake
2015-06-17T23:37:48.240Z,34.0208333,-117.2313333,15.583,1.71,ml,62,40,0.08795,0.21,ci,ci37402504,2015-06-18T12:53:12.520Z,"4km SE of Loma Linda, California",earthquake
2015-06-17T23:24:22.000Z,60.3899,-151.0446,59.8,1.6,ml,,,,0.28,ak,ak11628295,2015-06-17T23:55:53.727Z,"10km S of Soldotna, Alaska",earthquake
2015-06-17T23:21:11.000Z,61.6213,-149.7828,29.7,1.8,ml,,,,0.92,ak,ak11628292,2015-06-17T23:54:41.272Z,"2km ESE of Houston, Alaska",earthquake
2015-06-17T23:20:34.000Z,62.0314,-150.4568,11,1.4,ml,,,,0.59,ak,ak11628291,2015-06-17T23:55:53.165Z,"34km WSW of Y, Alaska",earthquake
2015-06-17T23:20:15.800Z,17.8722,-67.1849,6,1.9,Md,3,306,0.1643917,0.05,pr,pr15168002,2015-06-18T00:13:46.532Z,"11km S of Pole Ojea, Puerto Rico",earthquake
2015-06-17T23:17:01.000Z,58.9968,-152.8329,59.8,1.8,ml,,,,0.37,ak,ak11628284,2015-06-17T23:34:34.204Z,"102km SW of Homer, Alaska",earthquake
2015-06-17T23:12:12.170Z,38.3536667,-122.3893333,9.63,2.68,md,126,87,0.0535,0.14,nc,nc72467761,2015-06-20T23:00:07.280Z,"5km SSW of Yountville, California",earthquake
2015-06-17T23:03:49.000Z,64.9793,-147.3411,4.8,1.2,ml,,,,0.61,ak,ak11628271,2015-06-18T00:12:33.794Z,"21km NNE of Badger, Alaska",earthquake
2015-06-17T23:02:17.800Z,35.0445,-117.681,0.05,1.39,ml,12,109,0.1106,0.14,ci,ci37402472,2015-06-18T13:07:47.197Z,"6km NNW of Boron, California",quarry blast
2015-06-17T22:30:25.280Z,35.6218333,-120.7301667,4.47,1.23,md,42,61,0.1147,0.07,nc,nc72467756,2015-06-18T03:30:39.472Z,"3km W of Paso Robles, California",earthquake
2015-06-17T22:28:05.270Z,38.796833,-122.8103333,3.6,1.13,md,21,121,0.01022,0.03,nc,nc72467746,2015-06-17T22:29:40.810Z,"5km WNW of The Geysers, California",earthquake
2015-06-17T22:18:41.720Z,36.7976667,-121.5243333,6.71,2.53,md,66,26,0.02847,0.08,nc,nc72467741,2015-06-18T20:35:04.530Z,"5km SSE of San Juan Bautista, California",earthquake
2015-06-17T22:08:48.660Z,17.4326,145.8764,131.1,4.8,mb,,52,1.096,0.67,us,us10002jtu,2015-06-18T06:11:16.519Z,"75km S of Pagan, Northern Mariana Islands",earthquake
2015-06-17T21:50:52.260Z,38.7963333,-122.8098333,4.03,1.16,md,45,86,0.009585,0.06,nc,nc72467731,2015-06-18T17:29:59.160Z,"5km WNW of The Geysers, California",earthquake
2015-06-17T21:47:35.700Z,37.3816667,-118.681,13.3,1.45,md,28,91,0.01651,0.04,nc,nc72467716,2015-06-18T15:36:01.470Z,"20km W of West Bishop, California",earthquake
2015-06-17T20:58:16.020Z,19.5001667,-155.4661667,4.55,1.43,md,31,47,0.03089,0.13,hv,hv60962346,2015-06-17T21:49:27.260Z,"25km WNW of Volcano, Hawaii",earthquake
2015-06-17T20:55:18.710Z,43.3406667,-123.8135,0.001,1.8,md,10,118,0.4434,0.29,uw,uw61028822,2015-06-18T02:21:00.010Z,"31km E of Bunker Hill, Oregon",earthquake
2015-06-17T20:47:29.000Z,67.051,-143.4976,28.2,3,ml,,,,0.71,ak,ak11628082,2015-06-18T04:50:07.969Z,"95km NE of Fort Yukon, Alaska",earthquake
2015-06-17T20:41:52.000Z,61.313,-146.6606,26.5,1.6,ml,,,,0.64,ak,ak11628078,2015-06-17T21:11:36.954Z,"26km NW of Valdez, Alaska",earthquake
2015-06-17T20:40:53.000Z,60.1245,-152.8064,98,1.5,ml,,,,0.69,ak,ak11628076,2015-06-17T21:11:36.308Z,"40km S of Redoubt Volcano, Alaska",earthquake
2015-06-17T19:57:34.000Z,60.608,-151.0603,48.4,1.3,ml,,,,0.33,ak,ak11628011,2015-06-17T20:16:57.575Z,"8km N of Ridgeway, Alaska",earthquake
2015-06-17T19:37:25.970Z,36.4411667,-121.0033333,0.56,1.34,md,19,106,0.02079,0.1,nc,nc72467671,2015-06-18T18:24:27.370Z,"25km ENE of Greenfield, California",earthquake
2015-06-17T19:19:51.000Z,53.1946,-166.798,42.8,2,ml,,,,0.13,ak,ak11627945,2015-06-17T20:34:54.429Z,"77km SSW of Unalaska, Alaska",earthquake
2015-06-17T19:17:08.570Z,36.2887,-97.5208,5,4.2,mwr,,61,0.431,0.22,us,us10002jrl,2015-06-20T17:08:48.586Z,"20km W of Perry, Oklahoma",earthquake
2015-06-17T19:08:03.400Z,36.0473333,-120.0271667,9,1.63,md,35,183,0.06821,0.09,nc,nc72467656,2015-06-19T05:03:29.170Z,"7km NW of Kettleman City, California",earthquake
2015-06-17T18:59:02.000Z,61.8222,-148.3821,37.2,1.6,ml,,,,0.76,ak,ak11627941,2015-06-17T19:30:39.000Z,"24km E of Sutton-Alpine, Alaska",earthquake
2015-06-17T18:56:09.000Z,37.3233333,-122.0998333,0.02,1.73,md,37,53,0.01203,0.07,nc,nc72467646,2015-06-18T18:32:59.080Z,"11km E of Quarry near Portola Valley, CA",quarry blast
2015-06-17T18:53:08.000Z,62.8814,-149.691,67.6,2.6,ml,,,,0.88,ak,ak11627935,2015-06-18T02:55:46.733Z,"65km NNE of Talkeetna, Alaska",earthquake
2015-06-17T18:35:23.670Z,33.4685,-116.4303333,13.63,1.58,ml,58,58,0.05489,0.17,ci,ci37402272,2015-06-17T20:45:03.310Z,"24km NNW of Borrego Springs, California",earthquake
2015-06-17T18:32:41.000Z,62.3255,-152.4876,0.5,1.4,ml,,,,0.87,ak,ak11627934,2015-06-17T18:52:22.043Z,"123km W of Talkeetna, Alaska",earthquake
2015-06-17T18:17:35.000Z,47.1338,-113.0401,9.9,1.7,mc,26,147.599988192001,0.07545848,0.18,mb,mb15615450,2015-06-19T18:04:25.050Z,"33km NW of Lincoln, Montana",earthquake
2015-06-17T17:54:32.220Z,38.7939987,-122.8098297,3.47,1.56,md,28,88,0.007745,0.03,nc,nc72467631,2015-06-17T17:56:04.770Z,"4km WNW of The Geysers, California",earthquake
2015-06-17T17:44:41.000Z,61.2997,-151.6112,80,1.5,ml,,,,,ak,ak11627873,2015-06-17T17:58:28.896Z,"70km NNW of Nikiski, Alaska",earthquake
2015-06-17T17:16:05.750Z,38.7509995,-122.720665,2.82,1.03,md,14,116,0.01874,0.06,nc,nc72467621,2015-06-17T17:17:40.480Z,"4km SE of The Geysers, California",earthquake
2015-06-17T17:07:04.320Z,36.7963333,-121.5225,6.7,2.62,md,64,34,0.02834,0.08,nc,nc72467606,2015-06-18T23:10:05.998Z,"5km SSE of San Juan Bautista, California",earthquake
2015-06-17T16:39:18.840Z,24.0115,142.0541,30.99,4.7,mb,,42,3.073,1.13,us,us20002qr8,2015-06-18T00:41:45.276Z,"112km SE of Iwo Jima, Japan",earthquake
2015-06-17T16:27:04.150Z,39.6795,-121.1213333,8.81,1.85,md,33,83,0.1714,0.09,nc,nc72467601,2015-06-19T02:29:28.790Z,"24km E of Berry Creek, California",earthquake
2015-06-17T16:20:04.000Z,63.3083,-151.4454,12.7,1,ml,,,,0.16,ak,ak11627821,2015-06-17T16:39:19.305Z,"125km W of Cantwell, Alaska",earthquake
2015-06-17T16:17:40.180Z,37.3635,-118.6945,13.12,1.09,md,18,161,0.006416,0.14,nc,nc72467596,2015-06-17T19:03:47.640Z,"21km W of West Bishop, California",earthquake
2015-06-17T16:02:15.000Z,60.8807,-147.2268,0,1.7,ml,,,,0.68,ak,ak11627818,2015-06-17T16:22:08.832Z,"55km WSW of Valdez, Alaska",earthquake
2015-06-17T15:34:45.000Z,52.1891,-169.9204,36.6,3.2,ml,,,,0.69,ak,ak11627812,2015-06-17T23:37:25.886Z,"72km SE of Yunaska Island, Alaska",earthquake
2015-06-17T14:46:44.770Z,33.5965,-116.8171667,9.97,1.23,ml,43,32,0.04207,0.11,ci,ci37401992,2015-06-17T16:32:53.940Z,"14km WNW of Anza, California",earthquake
2015-06-17T14:37:49.000Z,61.0997,-147.3841,7.1,1.5,ml,,,,0.75,ak,ak11627761,2015-06-17T14:49:08.692Z,"55km W of Valdez, Alaska",earthquake
2015-06-17T14:37:04.430Z,19.3845,-155.6185,8.18,1.15,md,11,100,0.02008,0.05,hv,hv60962136,2015-06-17T18:02:13.530Z,"24km NW of Pahala, Hawaii",earthquake
2015-06-17T14:30:17.590Z,37.8125,-122.03,7.19,1.11,md,15,81,0.02645,0.03,nc,nc72467536,2015-06-18T16:25:03.370Z,"2km WSW of Danville, California",earthquake
2015-06-17T14:27:45.920Z,33.292,-116.7398333,12.9,1,ml,33,46,0.05808,0.16,ci,ci37401976,2015-06-17T16:23:25.827Z,"6km NNE of Lake Henshaw, California",earthquake
2015-06-17T14:06:18.610Z,19.341,-155.0411667,2.3,1.31,md,42,192,0.06899,0.18,hv,hv60962126,2015-06-17T16:00:30.330Z,"19km SW of Leilani Estates, Hawaii",earthquake
2015-06-17T14:05:28.000Z,62.2645,-148.731,37.6,2.1,ml,,,,0.74,ak,ak11627753,2015-06-17T14:32:23.555Z,"52km N of Sutton-Alpine, Alaska",earthquake
2015-06-17T13:40:58.900Z,36.6895,-121.347,11.18,1.08,md,22,85,0.02036,0.09,nc,nc72467481,2015-06-18T16:19:32.100Z,"13km S of Ridgemark, California",earthquake
2015-06-17T13:38:36.160Z,38.8053333,-122.8215,2.77,1.25,md,43,85,0.00696,0.06,nc,nc72467476,2015-06-18T23:10:25.730Z,"6km WNW of The Geysers, California",earthquake
2015-06-17T13:35:11.640Z,19.3333333,-155.1421667,5.17,1.4,md,46,106,0.04881,0.12,hv,hv60962101,2015-06-17T16:42:30.480Z,"14km SE of Volcano, Hawaii",earthquake
2015-06-17T13:27:22.340Z,38.8176651,-122.8209991,2.88,1.06,md,21,62,0.01027,0.02,nc,nc72467471,2015-06-17T13:28:58.780Z,"7km NW of The Geysers, California",earthquake
2015-06-17T13:25:47.030Z,38.8354988,-122.8771667,3.16,1.08,md,11,94,0.005613,0.02,nc,nc72467461,2015-06-17T13:27:18.760Z,"12km ENE of Cloverdale, California",earthquake
2015-06-17T13:02:09.680Z,-6.1289,130.2519,128.62,4,mb,,154,2.114,0.66,us,us20002qna,2015-06-17T21:05:07.985Z,"233km NNW of Saumlaki, Indonesia",earthquake
2015-06-17T12:51:33.140Z,-35.362,-17.3915,10,7,mww,,65,21.955,1.53,us,us20002qn7,2015-06-17T21:06:03.986Z,"Southern Mid-Atlantic Ridge",earthquake
2015-06-17T12:50:55.010Z,38.6471667,-119.7721667,0.25,2.14,md,28,94,0.2981,0.16,nc,nc72467451,2015-06-18T05:14:04.350Z,"26km S of Gardnerville Ranchos, Nevada",earthquake
2015-06-17T12:48:45.000Z,63.2379,-151.5629,0.1,1.5,ml,,,,0.64,ak,ak11627701,2015-06-17T13:23:12.105Z,"126km NW of Talkeetna, Alaska",earthquake
2015-06-17T12:39:14.600Z,44.8338,-111.4086,5.2,1.1,mc,18,115.199990784001,0.01527136,0.08,mb,mb15715276,2015-06-17T23:18:35.709Z,"30km NW of West Yellowstone, Montana",earthquake
2015-06-17T12:15:35.000Z,63.2912,-151.6154,11,1.6,ml,,,,0.64,ak,ak11627662,2015-06-17T12:46:32.895Z,"132km NW of Talkeetna, Alaska",earthquake
2015-06-17T12:03:00.100Z,44.8296,-111.4173,5.3,1.2,mc,24,104.399991648001,0.008983153,0.13,mb,mb15794511,2015-06-17T23:18:29.520Z,"31km NW of West Yellowstone, Montana",earthquake
2015-06-17T11:58:39.000Z,19.3823333,-155.612,7.17,1.11,md,13,83,0.02508,0.08,hv,hv60962071,2015-06-17T17:33:09.610Z,"24km NW of Pahala, Hawaii",earthquake
2015-06-17T11:12:51.000Z,47.364,-70.254,7.8,2.4,ml,,,,0.56,us,us10002jwp,2015-06-19T05:43:52.567Z,"14km W of La Pocatiere, Canada",earthquake
2015-06-17T10:39:38.820Z,32.6026667,-115.7603333,5.78,1.85,ml,17,187,0.05464,0.22,ci,ci37401936,2015-06-17T16:11:27.373Z,"17km W of Progreso, B.C., MX",earthquake
2015-06-17T10:32:13.000Z,64.4055,-148.089,0.1,1,ml,,,,0.21,ak,ak11627623,2015-06-17T10:59:08.109Z,"49km S of Ester, Alaska",earthquake
2015-06-17T10:28:58.967Z,40.926,-119.6037,5.3909,1.23,ml,5,179.79,0.996,0.1754,nn,nn00498891,2015-06-18T02:38:34.000Z,"42km NNW of Gerlach-Empire, Nevada",earthquake
2015-06-17T10:26:05.000Z,62.9418,-151.2388,116.6,1.5,ml,,,,0.64,ak,ak11627621,2015-06-17T10:59:07.139Z,"90km NW of Talkeetna, Alaska",earthquake
2015-06-17T09:38:03.000Z,17.9825,-67.1764,14,1.5,Md,3,288,0.12666246,0.07,pr,pr15168001,2015-06-17T12:37:38.132Z,"1km NE of Pole Ojea, Puerto Rico",earthquake
2015-06-17T09:27:01.830Z,38.4105,-119.377,4.329,1.07,ml,5,142.12,0.106,0.0742,nn,nn00498885,2015-06-18T02:37:55.360Z,"21km NW of Bridgeport, California",earthquake
2015-06-17T09:25:13.830Z,19.3828333,-155.61,5.95,1.34,md,37,75,0.02585,0.15,hv,hv60962006,2015-06-17T14:47:22.190Z,"23km NW of Pahala, Hawaii",earthquake
2015-06-17T08:51:48.710Z,35.3311667,-84.6568333,22.46,2.36,md,27,71,0.114,0.12,se,se60079987,2015-06-17T23:09:24.999Z,"12km W of Etowah, Tennessee",earthquake
2015-06-17T08:48:36.030Z,-5.4984,146.9375,192.74,4.5,mb,,68,3.887,0.97,us,us20002qm0,2015-06-17T16:51:21.168Z,"130km ESE of Madang, Papua New Guinea",earthquake
2015-06-17T08:46:39.000Z,63.7485,-148.5184,102.8,1.1,ml,,,,0.53,ak,ak11627586,2015-06-17T09:10:02.931Z,"25km ESE of Healy, Alaska",earthquake
2015-06-17T08:38:17.320Z,33.3168333,-116.168,11.13,1.17,ml,50,37,0.1432,0.19,ci,ci37401928,2015-06-17T16:07:21.626Z,"18km SSW of Oasis, California",earthquake
2015-06-17T08:35:29.000Z,62.3969,-148.4898,37.1,1.1,ml,,,,0.52,ak,ak11627585,2015-06-17T08:52:38.801Z,"69km NNE of Sutton-Alpine, Alaska",earthquake
2015-06-17T08:28:58.699Z,38.3164,-118.5241,11.4034,2,ml,11,78.74,0.067,0.1647,nn,nn00498884,2015-06-18T02:37:43.617Z,"24km SSE of Hawthorne, Nevada",earthquake
2015-06-17T08:21:52.810Z,36.3458333,-116.8628333,3.2,1.44,ml,27,55,0.1211,0.23,ci,ci37401920,2015-06-18T02:36:55.648Z,"12km S of Furnace Creek, California",earthquake
2015-06-17T07:53:00.000Z,59.9799,-141.583,1.1,1.7,ml,,,,0.78,ak,ak11627555,2015-06-17T08:18:05.142Z,"48km E of Cape Yakataga, Alaska",earthquake
2015-06-17T07:46:23.814Z,36.9491,-117.9017,0,1.07,ml,9,128.23,0.35,0.1932,nn,nn00498882,2015-06-18T02:36:35.517Z,"40km NNE of Lone Pine, California",earthquake
2015-06-17T07:42:56.620Z,1.5061,98.9504,104.7,4.6,mb,,109,1.18,0.98,us,us20002qlm,2015-06-17T15:45:24.709Z,"32km SE of Sibolga, Indonesia",earthquake
2015-06-17T07:37:39.140Z,37.392,-118.4358333,8.22,1.52,md,22,97,0.03765,0.07,nc,nc72467381,2015-06-18T02:36:20.054Z,"1km NW of Dixon Lane-Meadow Creek, California",earthquake
2015-06-17T07:26:50.650Z,40.6146667,-124.273,16.68,1.86,md,23,173,0.1474,0.07,nc,nc72467376,2015-06-19T05:54:11.030Z,"4km N of Ferndale, California",earthquake
2015-06-17T07:21:17.340Z,-20.3047,-70.636,40.7,4.6,mb,,140,0.475,0.93,us,us20002qld,2015-06-17T15:23:49.335Z,"52km W of Iquique, Chile",earthquake
2015-06-17T07:14:33.990Z,38.7951667,-122.8086667,3.66,1.37,md,52,39,0.008111,0.06,nc,nc72467371,2015-06-18T18:12:05.709Z,"4km WNW of The Geysers, California",earthquake
2015-06-17T06:52:25.670Z,33.678,-116.795,17.89,2.12,ml,89,16,0.06505,0.17,ci,ci37401864,2015-06-17T15:16:07.970Z,"10km SW of Idyllwild, California",earthquake
2015-06-17T06:52:01.000Z,63.3162,-147.1104,0,2.2,ml,,,,0.63,ak,ak11627548,2015-06-17T07:24:51.113Z,"92km E of Cantwell, Alaska",earthquake
2015-06-17T06:36:59.753Z,35.8542,-115.7607,2.963,1.44,ml,11,149.34,0.319,0.18,nn,nn00498877,2015-06-18T02:36:08.149Z,"12km WNW of Sandy Valley, Nevada",earthquake
2015-06-17T06:31:59.000Z,63.5249,-150.7861,5.8,1.6,ml,,,,0.45,ak,ak11627520,2015-06-17T07:07:55.948Z,"92km W of Cantwell, Alaska",earthquake
2015-06-17T06:19:08.000Z,62.2726,-150.2127,0.4,1.5,ml,,,,0.68,ak,ak11627518,2015-06-17T06:49:06.551Z,"7km SW of Talkeetna, Alaska",earthquake
2015-06-17T05:54:32.000Z,59.7571,-152.8427,18,1,ml,,,,0.22,ak,ak11627517,2015-06-17T06:12:58.346Z,"56km W of Anchor Point, Alaska",earthquake
2015-06-17T05:45:18.880Z,38.3988,-119.3903,6.2787,1.45,ml,11,90.77,0.112,0.1127,nn,nn00498875,2015-06-18T02:35:52.432Z,"21km NW of Bridgeport, California",earthquake
2015-06-17T05:19:54.450Z,32.9831667,-88.0533333,0,2.12,md,8,126,0.03038,0.46,se,se60009408,2015-06-17T16:46:47.798Z,"18km SSE of Aliceville, Alabama",earthquake
2015-06-17T04:55:27.550Z,33.8571667,-118.2551667,11.6,1.87,ml,42,53,0.06453,0.25,ci,ci37401848,2015-06-17T14:57:51.800Z,"4km NE of Carson, California",earthquake
2015-06-17T04:35:56.480Z,38.8221664,-122.7870026,2.3,1.18,md,14,67,0.01017,0.03,nc,nc72467321,2015-06-17T04:37:28.920Z,"5km W of Cobb, California",earthquake
2015-06-17T04:33:09.000Z,64.7861,-149.2193,13.1,1,ml,,,,0.98,ak,ak11627510,2015-06-17T05:01:58.753Z,"23km NNW of North Nenana, Alaska",earthquake
2015-06-17T04:07:02.000Z,63.3173,-147.0049,0.1,1.2,ml,,,,0.56,ak,ak11627508,2015-06-17T04:27:04.505Z,"97km E of Cantwell, Alaska",earthquake
2015-06-17T03:40:43.030Z,34.0503333,-117.28,15.24,1.04,ml,30,82,0.05497,0.17,ci,ci37401832,2015-06-17T14:42:13.861Z,"2km W of Loma Linda, California",earthquake
2015-06-17T03:39:24.000Z,65.0596,-149.6872,10,1.2,ml,,,,0.4,ak,ak11627500,2015-06-17T04:09:10.446Z,"45km E of Manley Hot Springs, Alaska",earthquake
2015-06-17T03:39:17.000Z,62.3861,-149.0901,63.9,1.2,ml,,,,0.7,ak,ak11627501,2015-06-17T05:19:52.572Z,"46km ENE of Y, Alaska",earthquake
2015-06-17T03:38:12.000Z,65.0812,-149.6956,0,1.4,ml,,,,0.65,ak,ak11627496,2015-06-17T03:52:27.491Z,"45km ENE of Manley Hot Springs, Alaska",earthquake
2015-06-17T03:37:17.000Z,32.7011667,-115.7303333,8.83,1.39,ml,12,104,0.0518,0.13,ci,ci37401824,2015-06-17T17:07:47.926Z,"19km WSW of El Centro, California",earthquake
2015-06-17T03:26:29.000Z,61.1799,-155.1538,35.4,2.2,ml,,,,1.1,ak,ak11627490,2015-06-17T03:52:26.724Z,"152km WNW of Redoubt Volcano, Alaska",earthquake
2015-06-17T03:10:33.000Z,62.7831,-145.7718,147.6,2,ml,,,,0.77,ak,ak11627483,2015-06-17T03:33:13.813Z,"76km N of Glennallen, Alaska",earthquake
2015-06-17T02:59:55.630Z,36.6738333,-121.295,3.81,2.41,md,57,41,0.01892,0.05,nc,nc72467281,2015-06-18T06:21:05.487Z,"16km SSE of Ridgemark, California",earthquake
2015-06-17T02:59:36.000Z,63.3263,-147.1246,0.1,2.3,ml,,,,0.74,ak,ak11627471,2015-06-17T03:33:13.032Z,"91km E of Cantwell, Alaska",earthquake
2015-06-17T02:51:22.000Z,63.3309,-147.1336,0.1,2.4,ml,,,,0.82,ak,ak11627464,2015-06-17T03:16:14.481Z,"91km E of Cantwell, Alaska",earthquake
2015-06-17T02:47:27.000Z,61.6525,-149.6855,49.9,1.4,ml,,,,0.29,ak,ak11627461,2015-06-17T03:16:13.883Z,"5km NW of Meadow Lakes, Alaska",earthquake
2015-06-17T02:41:23.620Z,-21.4754,-66.7816,222.59,4.6,mb,,35,2.276,1.01,us,us20002qjt,2015-06-17T10:44:06.499Z,"82km SW of Atocha, Bolivia",earthquake
2015-06-17T02:38:50.250Z,33.2488333,-115.6303333,3.19,1.33,ml,13,69,0.05248,0.14,ci,ci37401800,2015-06-17T14:34:35.541Z,"10km W of Niland, California",earthquake
2015-06-17T02:31:19.400Z,-3.1437,147.2459,10,4.7,mb,,75,5.016,0.96,us,us20002qjs,2015-06-17T03:06:38.424Z,"124km S of Lorengau, Papua New Guinea",earthquake
2015-06-17T02:17:08.000Z,61.1081,-147.0057,0.1,1.4,ml,,,,1.19,ak,ak11627449,2015-06-17T02:36:07.989Z,"35km W of Valdez, Alaska",earthquake
2015-06-17T02:16:23.200Z,18.5748,-65.0313,8,2.7,Md,8,212.4,0.23356197,0.3,pr,pr15168000,2015-06-17T10:19:00.212Z,"27km NNW of Charlotte Amalie, U.S. Virgin Islands",earthquake
2015-06-17T02:15:13.610Z,28.3005,85.8757,10,4.4,mb,,90,0.767,1.35,us,us20002qjl,2015-06-17T02:42:14.158Z,"18km NNW of Chongdui, China",earthquake
2015-06-17T02:07:17.280Z,38.7796669,-122.7566681,1.67,1.05,md,17,65,0.01141,0.03,nc,nc72467261,2015-06-17T02:08:54.870Z,"0km N of The Geysers, California",earthquake
2015-06-17T02:02:03.000Z,64.2883,-148.1652,12.8,1.5,ml,,,,0.63,ak,ak11627441,2015-06-17T02:36:07.201Z,"56km SE of North Nenana, Alaska",earthquake
2015-06-17T01:38:25.300Z,35.0368333,-119.2123333,16.72,2.31,ml,44,63,0.1882,0.21,ci,ci37401776,2015-06-17T14:29:26.000Z,"17km E of Maricopa, California",earthquake
2015-06-17T01:35:07.940Z,31.4715,-115.4921667,6,3.14,ml,6,116,0.4257,0.22,ci,ci37401784,2015-06-17T17:04:48.723Z,"89km SSW of Alberto Oviedo Mota, B.C., MX",earthquake
2015-06-17T00:30:00.510Z,27.8706,85.3391,22,4.3,mb,,89,0.159,1.12,us,us20002qj4,2015-06-17T15:42:08.201Z,"18km N of Kathmandu, Nepal",earthquake
2015-06-17T00:13:20.090Z,27.7209,85.2594,7.4,3.8,mb,,173,0.05,1.46,us,us20002qj3,2015-06-17T07:21:45.306Z,"4km NNW of Kirtipur, Nepal",earthquake
2015-06-17T00:06:44.820Z,33.1703333,-116.2483333,10.38,1.05,ml,36,74,0.0228,0.18,ci,ci37401744,2015-06-17T01:38:16.120Z,"11km WNW of Ocotillo Wells, California",earthquake
2015-06-16T23:52:28.410Z,62.1256,-123.7765,14.36,4.2,mb,,55,4.832,1.47,us,us20002qit,2015-06-17T07:55:10.631Z,"126km S of Wrigley, Canada",earthquake
2015-06-16T23:51:03.090Z,-6.6735,121.4827,15.78,4.1,mb,,124,2.088,0.9,us,us20002qiv,2015-06-17T07:53:48.729Z,"182km SW of Baubau, Indonesia",earthquake
2015-06-16T23:45:33.200Z,34.5528333,-118.2838333,6,1.44,ml,38,44,0.07957,0.14,ci,ci37401728,2015-06-17T01:22:39.099Z,"7km S of Leona Valley, California",earthquake
2015-06-16T23:39:19.990Z,36.7315,-121.4103333,7.49,1.09,md,20,101,0.01534,0.08,nc,nc72467226,2015-06-17T00:49:11.980Z,"9km SSW of Ridgemark, California",earthquake
2015-06-16T23:34:08.620Z,-5.367,146.2801,141.11,4.4,mb,,78,3.475,0.41,us,us20002qiq,2015-06-17T03:08:19.677Z,"55km ESE of Madang, Papua New Guinea",earthquake
2015-06-16T23:33:31.590Z,38.128,-122.1785,0.02,1.1,md,7,167,0.02367,0.06,nc,nc72467221,2015-06-17T00:55:44.590Z,"1km NW of Quarry near Vallejo, CA",quarry blast
2015-06-16T23:18:40.000Z,64.8,-147.8273,14.5,1,ml,,,,0.79,ak,ak11627341,2015-06-16T23:51:02.559Z,"6km SW of Fairbanks, Alaska",earthquake
2015-06-16T22:51:44.250Z,40.303,-124.3536667,19.76,1.58,md,14,234,0.05633,0.15,nc,nc72467211,2015-06-16T23:52:30.110Z,"30km SW of Rio Dell, California",earthquake
2015-06-16T22:17:47.930Z,42.1443333,-120.262,1.58,2.11,md,6,226,0.1079,0.29,uw,uw61028147,2015-06-16T22:53:36.981Z,"6km S of Lakeview, Oregon",earthquake
2015-06-16T22:11:18.000Z,36.6633,-98.4592,7.294,2.7,ml,,116,,0.5,us,us10002jqm,2015-06-17T23:10:10.746Z,"13km SW of Cherokee, Oklahoma",earthquake
2015-06-16T21:26:21.000Z,60.1027,-151.8499,35,1.4,ml,,,,0.53,ak,ak11627249,2015-06-16T21:42:32.674Z,"36km N of Anchor Point, Alaska",earthquake
2015-06-16T21:22:45.580Z,38.3905,-119.3853333,4.06,3.17,ml,80,81,0.121,0.11,nc,nc72467186,2015-06-17T05:25:23.770Z,"20km NW of Bridgeport, California",earthquake
2015-06-16T21:21:53.681Z,38.411,-119.3752,2.579,1.47,ml,11,107.42,0.106,0.1082,nn,nn00498842,2015-06-16T22:01:00.844Z,"21km NW of Bridgeport, California",earthquake
2015-06-16T21:19:15.650Z,49.428,-120.5135,0.02,2.44,md,10,164,0.5967,1.16,uw,uw61028127,2015-06-16T21:50:31.250Z,"3km S of Princeton, Canada",explosion
2015-06-16T21:00:15.330Z,36.8916667,-121.6236667,0.02,1.43,md,20,79,0.02642,0.11,nc,nc72467171,2015-06-16T22:50:12.580Z,"1km SSE of Quarry near Aromas, CA",quarry blast
2015-06-16T20:53:15.000Z,60.4054,-152.6939,35.8,1.7,ml,,,,0.69,ak,ak11627094,2015-06-16T21:27:10.762Z,"9km SSE of Redoubt Volcano, Alaska",earthquake
2015-06-16T20:38:31.150Z,37.6315,-119.9741667,26.41,1.62,md,5,149,0.1078,0.05,nc,nc72467166,2015-06-16T22:04:59.190Z,"10km NNW of Midpines, California",earthquake
2015-06-16T20:38:26.000Z,62.4558,-151.0965,77.3,2.2,ml,,,,0.65,ak,ak11627086,2015-06-16T21:06:57.895Z,"53km WNW of Talkeetna, Alaska",earthquake
2015-06-16T20:33:42.820Z,33.6613333,-116.737,14.21,1,ml,29,41,0.05323,0.14,ci,ci37401608,2015-06-16T21:34:11.898Z,"9km S of Idyllwild, California",earthquake
2015-06-16T20:21:30.100Z,38.7573333,-122.7016667,1.03,1.09,md,28,61,0.01063,0.08,nc,nc72467151,2015-06-17T00:10:35.470Z,"5km ESE of The Geysers, California",earthquake
2015-06-16T20:01:36.670Z,33.2718333,-116.7763333,12.57,1.07,ml,29,83,0.03867,0.14,ci,ci37401528,2015-06-16T21:25:15.000Z,"4km NNW of Lake Henshaw, California",earthquake
2015-06-16T19:57:04.390Z,35.6806,140.8211,47.91,4.3,mb,,157,0.75,0.56,us,us20002qfv,2015-06-17T15:34:13.203Z,"5km S of Hasaki, Japan",earthquake
